0.1	0.3	0.3	0.3	
0.13	0.29	0.29	0.29	
0.12	0.32	0.28	0.28	
0.11	0.31	0.31	0.27	
0.1	0.3	0.34	0.26	
0.1	0.29	0.33	0.28	
0.13	0.28	0.32	0.27	
0.16	0.27	0.31	0.26	
0.15	0.26	0.34	0.25	
0.14	0.25	0.37	0.24	
0.17	0.24	0.36	0.23	
0.2	0.23	0.35	0.22	
0.23	0.22	0.34	0.21	
0.26	0.21	0.33	0.2	
0.25	0.2	0.32	0.23	
0.28	0.19	0.31	0.22	
0.31	0.18	0.3	0.21	
0.34	0.17	0.29	0.2	
0.33	0.16	0.28	0.23	
0.36	0.15	0.27	0.22	
0.35	0.14	0.3	0.21	
0.34	0.13	0.29	0.24	
0.33	0.12	0.32	0.23	
0.32	0.11	0.35	0.22	
0.35	0.1	0.34	0.21	
0.34	0.1	0.36	0.2	
0.33	0.1	0.35	0.22	
0.32	0.1	0.34	0.24	
0.31	0.1	0.33	0.26	
0.3	0.1	0.35	0.25	
0.32	0.1	0.34	0.24	
0.34	0.1	0.33	0.23	
0.33	0.1	0.35	0.22	
0.35	0.1	0.34	0.21	
0.37	0.1	0.33	0.2	
0.39	0.1	0.32	0.19	
0.38	0.1	0.34	0.18	
0.37	0.1	0.36	0.17	
0.36	0.1	0.35	0.19	
0.35	0.1	0.34	0.21	
0.34	0.13	0.33	0.2	
0.33	0.12	0.32	0.23	
0.32	0.11	0.35	0.22	
0.31	0.1	0.34	0.25	
0.33	0.1	0.33	0.24	
0.35	0.1	0.32	0.23	
0.37	0.1	0.31	0.22	
0.36	0.1	0.3	0.24	
0.38	0.1	0.29	0.23	
0.37	0.1	0.31	0.22	
0.39	0.1	0.3	0.21	
