0.1	0.3	0.3	0.3	
0.1	0.32	0.29	0.29	
0.1	0.31	0.31	0.28	
0.1	0.3	0.3	0.3	
0.13	0.29	0.29	0.29	
0.16	0.28	0.28	0.28	
0.19	0.27	0.27	0.27	
0.22	0.26	0.26	0.26	
0.25	0.25	0.25	0.25	
0.28	0.24	0.24	0.24	
0.27	0.23	0.23	0.27	
0.26	0.22	0.22	0.3	
0.29	0.21	0.21	0.29	
0.28	0.2	0.2	0.32	
0.27	0.19	0.23	0.31	
0.26	0.18	0.26	0.3	
0.29	0.17	0.25	0.29	
0.32	0.16	0.24	0.28	
0.31	0.15	0.23	0.31	
0.34	0.14	0.22	0.3	
0.33	0.13	0.21	0.33	
0.32	0.12	0.24	0.32	
0.31	0.11	0.27	0.31	
0.3	0.1	0.26	0.34	
0.29	0.1	0.25	0.36	
0.31	0.1	0.24	0.35	
0.33	0.1	0.23	0.34	
0.35	0.1	0.22	0.33	
0.37	0.1	0.21	0.32	
0.36	0.1	0.23	0.31	
0.38	0.1	0.22	0.3	
0.4	0.1	0.21	0.29	
0.39	0.1	0.2	0.31	
0.41	0.1	0.19	0.3	
0.4	0.1	0.21	0.29	
0.39	0.1	0.2	0.31	
0.38	0.1	0.22	0.3	
0.4	0.1	0.21	0.29	
0.42	0.1	0.2	0.28	
0.44	0.1	0.19	0.27	
0.46	0.1	0.18	0.26	
0.48	0.1	0.17	0.25	
0.47	0.1	0.19	0.24	
0.46	0.1	0.21	0.23	
0.45	0.1	0.2	0.25	
0.47	0.1	0.19	0.24	
0.49	0.1	0.18	0.23	
0.48	0.1	0.2	0.22	
0.47	0.1	0.22	0.21	
0.49	0.1	0.21	0.2	
0.51	0.1	0.2	0.19	
