0.2	0.2	0.2	0.2	0.2	
0.192	0.192	0.192	0.232	0.192	
0.184	0.184	0.184	0.224	0.224	
0.176	0.176	0.216	0.216	0.216	
0.168	0.168	0.208	0.208	0.248	
0.16	0.16	0.24	0.2	0.24	
0.152	0.152	0.232	0.232	0.232	
0.184	0.144	0.224	0.224	0.224	
0.176	0.176	0.216	0.216	0.216	
0.168	0.168	0.248	0.208	0.208	
0.16	0.16	0.24	0.2	0.24	
0.152	0.152	0.232	0.232	0.232	
0.144	0.144	0.224	0.224	0.264	
0.136	0.136	0.256	0.216	0.256	
0.128	0.128	0.288	0.208	0.248	
0.16	0.12	0.28	0.2	0.24	
0.152	0.152	0.272	0.192	0.232	
0.184	0.144	0.264	0.184	0.224	
0.176	0.136	0.256	0.216	0.216	
0.168	0.128	0.248	0.248	0.208	
0.2	0.12	0.24	0.24	0.2	
0.192	0.152	0.232	0.232	0.192	
0.184	0.144	0.224	0.264	0.184	
0.216	0.136	0.216	0.256	0.176	
0.208	0.128	0.208	0.248	0.208	
0.2	0.12	0.2	0.28	0.2	
0.192	0.152	0.192	0.272	0.192	
0.224	0.144	0.184	0.264	0.184	
0.216	0.136	0.216	0.256	0.176	
0.208	0.128	0.208	0.288	0.168	
0.2	0.12	0.24	0.28	0.16	
0.192	0.112	0.232	0.312	0.152	
0.184	0.104	0.224	0.304	0.184	
0.176	0.1	0.216	0.296	0.212	
0.168	0.1	0.208	0.32	0.204	
0.16	0.1	0.232	0.312	0.196	
0.152	0.1	0.224	0.304	0.22	
0.144	0.1	0.216	0.328	0.212	
0.136	0.132	0.208	0.32	0.204	
0.128	0.124	0.2	0.312	0.236	
0.12	0.116	0.192	0.344	0.228	
0.152	0.108	0.184	0.336	0.22	
0.144	0.1	0.176	0.368	0.212	
0.136	0.1	0.2	0.36	0.204	
0.128	0.1	0.192	0.352	0.228	
0.12	0.132	0.184	0.344	0.22	
0.112	0.124	0.176	0.336	0.252	
0.144	0.116	0.168	0.328	0.244	
0.136	0.148	0.16	0.32	0.236	
0.128	0.18	0.152	0.312	0.228	
0.16	0.172	0.144	0.304	0.22	
