0.2	0.2	0.2	0.2	0.2	
0.192	0.192	0.192	0.232	0.192	
0.184	0.224	0.184	0.224	0.184	
0.176	0.216	0.216	0.216	0.176	
0.168	0.248	0.208	0.208	0.168	
0.16	0.24	0.2	0.24	0.16	
0.152	0.232	0.192	0.232	0.192	
0.144	0.264	0.184	0.224	0.184	
0.136	0.256	0.216	0.216	0.176	
0.128	0.248	0.208	0.208	0.208	
0.12	0.24	0.24	0.2	0.2	
0.112	0.232	0.232	0.232	0.192	
0.104	0.224	0.224	0.224	0.224	
0.1	0.252	0.216	0.216	0.216	
0.1	0.276	0.208	0.208	0.208	
0.1	0.268	0.2	0.232	0.2	
0.132	0.26	0.192	0.224	0.192	
0.124	0.252	0.184	0.216	0.224	
0.116	0.244	0.216	0.208	0.216	
0.108	0.236	0.208	0.2	0.248	
0.14	0.228	0.2	0.192	0.24	
0.132	0.22	0.192	0.184	0.272	
0.124	0.212	0.184	0.176	0.304	
0.156	0.204	0.176	0.168	0.296	
0.188	0.196	0.168	0.16	0.288	
0.18	0.228	0.16	0.152	0.28	
0.212	0.22	0.152	0.144	0.272	
0.204	0.212	0.144	0.136	0.304	
0.196	0.204	0.136	0.168	0.296	
0.188	0.236	0.128	0.16	0.288	
0.22	0.228	0.12	0.152	0.28	
0.212	0.26	0.112	0.144	0.272	
0.244	0.252	0.104	0.136	0.264	
0.272	0.244	0.1	0.128	0.256	
0.264	0.236	0.1	0.12	0.28	
0.256	0.228	0.132	0.112	0.272	
0.248	0.22	0.124	0.144	0.264	
0.28	0.212	0.116	0.136	0.256	
0.272	0.244	0.108	0.128	0.248	
0.264	0.236	0.1	0.16	0.24	
0.256	0.228	0.132	0.152	0.232	
0.248	0.22	0.124	0.144	0.264	
0.24	0.252	0.116	0.136	0.256	
0.232	0.244	0.108	0.168	0.248	
0.224	0.276	0.1	0.16	0.24	
0.216	0.268	0.1	0.184	0.232	
0.24	0.26	0.1	0.176	0.224	
0.232	0.284	0.1	0.168	0.216	
0.224	0.276	0.1	0.192	0.208	
0.216	0.268	0.132	0.184	0.2	
0.208	0.26	0.124	0.176	0.232	
