0.2	0.2	0.2	0.2	0.2	
0.192	0.192	0.192	0.192	0.232	
0.184	0.184	0.184	0.184	0.264	
0.216	0.176	0.176	0.176	0.256	
0.208	0.168	0.208	0.168	0.248	
0.2	0.16	0.2	0.16	0.28	
0.192	0.152	0.192	0.192	0.272	
0.184	0.144	0.184	0.184	0.304	
0.176	0.136	0.216	0.176	0.296	
0.208	0.128	0.208	0.168	0.288	
0.2	0.12	0.24	0.16	0.28	
0.192	0.112	0.232	0.192	0.272	
0.224	0.104	0.224	0.184	0.264	
0.216	0.1	0.216	0.176	0.292	
0.208	0.1	0.24	0.168	0.284	
0.2	0.1	0.264	0.16	0.276	
0.192	0.1	0.256	0.184	0.268	
0.216	0.1	0.248	0.176	0.26	
0.208	0.1	0.24	0.2	0.252	
0.2	0.132	0.232	0.192	0.244	
0.192	0.164	0.224	0.184	0.236	
0.184	0.156	0.256	0.176	0.228	
0.176	0.148	0.248	0.168	0.26	
0.168	0.18	0.24	0.16	0.252	
0.16	0.172	0.272	0.152	0.244	
0.152	0.164	0.264	0.184	0.236	
0.144	0.156	0.256	0.216	0.228	
0.136	0.148	0.288	0.208	0.22	
0.128	0.18	0.28	0.2	0.212	
0.12	0.172	0.272	0.232	0.204	
0.152	0.164	0.264	0.224	0.196	
0.184	0.156	0.256	0.216	0.188	
0.176	0.148	0.288	0.208	0.18	
0.168	0.18	0.28	0.2	0.172	
0.16	0.172	0.272	0.232	0.164	
0.152	0.204	0.264	0.224	0.156	
0.144	0.236	0.256	0.216	0.148	
0.176	0.228	0.248	0.208	0.14	
0.168	0.22	0.24	0.24	0.132	
0.2	0.212	0.232	0.232	0.124	
0.192	0.244	0.224	0.224	0.116	
0.184	0.236	0.216	0.216	0.148	
0.176	0.228	0.208	0.208	0.18	
0.168	0.22	0.2	0.24	0.172	
0.16	0.212	0.232	0.232	0.164	
0.152	0.204	0.224	0.264	0.156	
0.144	0.196	0.256	0.256	0.148	
0.136	0.188	0.288	0.248	0.14	
0.128	0.18	0.28	0.24	0.172	
0.12	0.212	0.272	0.232	0.164	
0.112	0.204	0.264	0.224	0.196	
